"","id","added_by","date","library","model_name","task_id","dataset_id","acc","auc","specificity","precision","f1","recall"
"1","d84db2ab57d12670ff7945760677217e","Adamoso","27-02-2019","mlr","classif.binomial","classification_married","kaggle_beauty",0.7063,0.7409,0.3751,0.8572,0.4386,NA
"2","8da9a1cc0f5ecfa8729f7412a93d05cc","BogdanJastrzebski","5-03-2019","mlr","classif.randomForest","classification_sex","kaggle_heart-disease",0.7521,NA,NA,NA,NA,NA
"3","7d6b129d7f85a0cf7543cd8573269ae0","hubertbaniecki","14-03-2019","mlr","classif.svm","classification_Legendary","kaggle_pokemon",0.9397,0.9644,0.5175,0.9538,0.9672,0.9814
"4","c1579c748aa05b7c01dde63362f8f1e2","hubertbaniecki","14-03-2019","mlr","classif.gbm","classification_Legendary","kaggle_pokemon",0.9203,0.9527,0.3738,0.938,0.9564,0.9758
"5","d2283d09084bcb91fce646cfb43f9690","hubertbaniecki","14-03-2019","mlr","classif.rda","classification_Legendary","kaggle_pokemon",0.9204,0.9538,0.5663,0.9582,0.9558,0.9552
"6","fc0d20ed4fcd676a328dacd71d5cf60c","hubertbaniecki","14-03-2019","mlr","classif.mda","classification_Legendary","kaggle_pokemon",0.9324,0.9399,0.5724,0.9581,0.9629,0.968
"7","55661bff4391e081ad481e455c59ba439","BogdanJastrzebski","12-03-2019","caret","kknn","classification_target_class","kaggle_predicting-a-pulsar-star",0.9784,NA,NA,NA,NA,NA
"8","4ee591b5cb17ed4fa2f332ad7998b950","hubertbaniecki","14-03-2019","mlr","classif.gbm","classification_Gender","kaggle_Toy-Dataset",0.6722,0.7286,0.8131,0.6763,0.5707,0.4939
"9","cceb7a7795cc60c06fcf686110b07ee4","hubertbaniecki","14-03-2019","mlr","classif.gbm","classification_Gender","kaggle_Toy-Dataset",0.6739,0.7239,0.8089,0.6753,0.5765,0.5029
"10","def026ac76b696bfc9aea433d9a1e581","hubertbaniecki","14-03-2019","mlr","classif.gbm","classification_Gender","kaggle_Toy-Dataset",0.6951,0.7589,0.7716,0.6742,0.6339,0.5982
"11","b9393037c407391f344faf84bdc56cfc","wernerolaf","20-03-2019","mlr","classif.svm","classification_Sex","openml_aids",0.44,0.4892,0.5571,0.495,0.3245,0.5
"12","d0c567b7bf5d78319bc9beeac1e01d67","Siemashko","12-03-2019","scikit","RandomForestClassifier","classification_Sex","openml_aids",0.625,0.5625,NA,0.6667,0.5714,0.5
"13","0358ebdc6266187dee28cdc68531d91c","BogdanJastrzebski","12-03-2019","mlr","classif.randomForest","classification_Class","openml_artificial-characters",0.8461,NA,NA,NA,NA,NA
"14","03f5224ae2118b63919cb1dbe9b52d0b","GoniaW","13-03-2019","caret","glmnet","classification_Class","openml_artificial-characters",0.2264,NA,NA,NA,NA,NA
"15","14cd3249f4bf48cbf10e45448eb4f08c","GoniaW","19-03-2019","mlr","classif.lda","classification_Class","openml_artificial-characters",0.3417,NA,NA,NA,NA,NA
"16","320e3b431313cfa3647ea0571ce900da","GoniaW","19-03-2019","mlr","classif.lda","classification_Class","openml_artificial-characters",0.3417,NA,NA,NA,NA,NA
"17","4d632b7ec27a2db998cf38c46f1c299d","GoniaW","19-03-2019","mlr","classif.cvglmnet","classification_Class","openml_artificial-characters",0.1386,NA,NA,NA,NA,NA
"18","7a667d0fe29687f2462e4d00b2d1c587","GoniaW","19-03-2019","mlr","classif.cvglmnet","classification_Class","openml_artificial-characters",0.1386,NA,NA,NA,NA,NA
"19","7d1e71e7e7a35c5650176983941e5fa8","GoniaW","10-03-2019","mlr","classif.kknn","classification_Class","openml_artificial-characters",0.7266,NA,NA,NA,NA,NA
"20","9940fbff9ab2f678717a841c9940123c","GoniaW","19-03-2019","mlr","classif.lda","classification_Class","openml_artificial-characters",0.3417,NA,NA,NA,NA,NA
"21","cc0d522bd7ee1e2497597a0522760530","GoniaW","11-03-2019","mlr","classif.naiveBayes","classification_Class","openml_artificial-characters",0.2672,NA,NA,NA,NA,NA
"22","cf266c89a00626673e55f492110ec60b","GoniaW","19-03-2019","mlr","classif.lda","classification_Class","openml_artificial-characters",0.3417,NA,NA,NA,NA,NA
"23","5c732b82735e2df9e47ef6fae74d5f63","Adamoso","06-03-2019","mlr","classif.boosting","classification_binaryClass","auto_price",0.9748,0.9982,0.9909,0.9464,0.9809,NA
"24","d1d0b3f54b6442e270e6424aedeccbc2","Adamoso","06-03-2019","caret","classif_treebag","classification_symboling","auto_price",0.8257,NA,NA,NA,NA,NA
"25","53a8b5f5f892a28248eaec73d4cc8a76","wernerolaf","19-03-2019","mlr","classif.svm","classification_Class","openml_banana",0.9023,0.9659,0.8715,0.8986,0.9127,0.9275
"26","627a6252a3bb34b31667b659bd28046b","WojciechKretowicz","13-03-2019","scikit","MLPClassifier","classification_Class","openml_banana",0.8994,0.897,NA,0.9083,NA,0.8685
"27","96d6eea97852efaf2d9dd034788d9694","airi314","12-03-2019","mlr","classif.svm","classification_Class","openml_banana",0.9023,0.9659,0.8715,0.8986,0.9127,0.9275
"28","0e3605c661e25e6b5baf20e0aaa87583","WojciechKretowicz","20-03-2019","mlr","classif.rpart","classification_Class","openml_bank-marketing",0.9007,0.76,0.3661,0.9204,0.9453,0.9715
"29","1217010b4fe66a0172a2b07a3b49467e","WojciechKretowicz","20-03-2019","mlr","classif.ranger","classification_Class","openml_bank-marketing",0.9017,0.9277,0.2732,0.911,0.9465,0.985
"30","15a612e76ebf0fad5d444fbd5aedad02","WojciechKretowicz","20-03-2019","mlr","classif.rpart","classification_Class","openml_bank-marketing",0.9007,0.76,0.3661,0.9204,0.9453,0.9715
"31","19df07e2ad30532f5143974ec555db82","michalSt98","14-03-2019","mlr","classif.ada","classification_Class","openml_bank",0.9053,0.925,0.397,0.9241,0.9478,0.9726
"32","2f19ed5f42d86bb5536801f3c68ddf66","WojciechKretowicz","20-03-2019","mlr","classif.ranger","classification_Class","openml_bank-marketing",0.9075,0.9328,0.4643,0.9316,0.9486,0.9662
"33","3067cfb5d81c84c8bb60176c9de06d3d","michalSt98","14-03-2019","mlr","classif.glmboost","classification_Class","openml_bank",0.8994,0.8962,0.2572,0.9091,0.9453,0.9844
"34","442a06bdb7f7ca926f350241ffa1d866","michalSt98","14-03-2019","mlr","classif.ctree","classification_Class","openml_bank",0.9042,0.9151,0.5217,0.9378,0.9463,0.9549
"35","4e48f327ad968786f912baa370f469e6","michalSt98","14-03-2019","mlr","classif.gbm","classification_Class","openml_bank",0.8987,0.9052,0.2791,0.9112,0.9448,0.9808
"36","566a24ba0e74b4a1d62748e5296cc61b","michalSt98","14-03-2019","mlr","classif.logreg","classification_Class","openml_bank",0.9015,0.9063,0.3442,0.9182,0.9459,0.9754
"37","9465b6af684030c7a3e1a8c036a588d0","WojciechKretowicz","20-03-2019","mlr","classif.ranger","classification_Class","openml_bank-marketing",0.8896,0.9099,0.0707,0.8902,0.9411,0.9981
"38","9c1a3b471294e0762b00e43d39d22266","WojciechKretowicz","20-03-2019","mlr","classif.ranger","classification_Class","openml_bank-marketing",0.9077,0.933,0.4649,0.9317,0.9487,0.9663
"39","a499716167e25e60a5991283d217c63b","WojciechKretowicz","20-03-2019","mlr","classif.rpart","classification_Class","openml_bank-marketing",0.9007,0.76,0.3661,0.9204,0.9453,0.9715
"40","b39d771db3ac1058d3bc7de57f97d78d","michalSt98","14-03-2019","mlr","classif.kknn","classification_Class","openml_bank",0.8933,0.8423,0.3681,0.92,0.941,0.9629
"41","bd6ef888d96fc904b3147adc3a1b4dc2","michalSt98","14-03-2019","mlr","classif.naiveBayes","classification_Class","openml_bank",0.877,0.8586,0.5272,0.9365,0.9298,0.9233
"42","c3ea73f581864ec5d6cda2ea28194647","michalSt98","14-03-2019","mlr","classif.C50","classification_Class","openml_bank",0.9002,0.8868,0.4767,0.9324,0.9442,0.9563
"43","d26a63f0cfe8e650be3df124396dde29","michalSt98","14-03-2019","mlr","classif.earth","classification_Class","openml_bank",0.9037,0.9068,0.3804,0.9222,0.9469,0.973
"44","dc7200e437d870257c2309a594c48e6f","WojciechKretowicz","20-03-2019","mlr","classif.rpart","classification_Class","openml_bank-marketing",0.9007,0.76,0.3661,0.9204,0.9453,0.9715
"45","e3ce1862f39f89a7a62b9b609aa93214","WojciechKretowicz","20-03-2019","mlr","classif.ranger","classification_Class","openml_bank-marketing",0.8896,0.9101,0.0713,0.8902,0.9411,0.998
"46","eb408c49d212995328d98297a573f4b5","WojciechKretowicz","20-03-2019","mlr","classif.ranger","classification_Class","openml_bank-marketing",0.9014,0.9275,0.2685,0.9104,0.9463,0.9852
"47","f8b44110ff8358e71e3bbdaef2526f36","michalSt98","14-03-2019","mlr","classif.rpart","classification_Class","openml_bank",0.9007,0.76,0.3661,0.9204,0.9453,0.9715
"48","3ad72ea5bd76d3b45ffd456aa5dcf17a","airi314","20-03-2019","mlr","classif.randomForest","classification_Class","openml_bank-marketing",0.9082,0.9338,0.4871,0.9342,0.9489,0.964
"49","566a24ba0e74b4a1d62748e5296cc61b","airi314","19-03-2019","mlr","classif.logreg","classification_Class","openml_bank-marketing",0.9015,0.9063,0.3442,0.9182,0.9459,0.9754
"50","f8b44110ff8358e71e3bbdaef2526f36","airi314","20-03-2019","mlr","classif.rpart","classification_Class","openml_bank-marketing",0.9007,0.76,0.3661,0.9204,0.9453,0.9715
"51","026fbd7ebdee40e74ab7993231bdfeee","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"52","08048b48d78cc05fa7444c6f69da1393","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"53","0f416f89258de5a0f4945eb8979fe533","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"54","1fa946cb34beca9f85d58bbd3c4a23eb","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"55","217f9ced370bc9163b8d50118b911cf1","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"56","329e26fc4ac7088ca02526dd5ab088ea","Pastuszka","13-03-2019","mlr","classif.bartMachine","classification_Class","openml_banknote-authentication",0.9978,1,1,1,0.9981,0.9962
"57","444ba9284c6adba3028783216e79a967","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"58","5afabfed38d286d9c9b55f09d503fb9e","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9949,0.9962,0.9935,0.9908
"59","6a631ec3f8de09e3c8f6bbe8c3164a3a","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"60","719cff0a54618bd5aa48cb4fbb26a8b8","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9949,0.9962,0.9935,0.9908
"61","7e887a1f134ecfa0e2632ffb1169044d","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9949,0.9962,0.9935,0.9908
"62","a7543cdebc3c00e848f7dd9d80d0ab2b","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9949,0.9962,0.9935,0.9908
"63","e3fb4fd324d32fffb460764dee9d5895","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"64","e7a9ce270d8247e28aa7cc346b3a39c7","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9949,0.9962,0.9935,0.9908
"65","ea0110d8dd0b2174a5655a14d5d3ece7","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"66","ec97b5296fb7a407343be99fdf1e3e06","Pastuszka","17-03-2019","mlr","classif.ranger","classification_Class","openml_banknote-authentication",0.9927,0.9999,0.9934,0.9947,0.9934,0.9922
"67","b62645bf5869b7ac46140582b4c4b486","Siemashko","11-03-2019","scikit","GradientBoostingClassifier","classification_Class","openml_blood-transfusion-service-center",0.7699,0.6908,NA,0.5238,0.4583,0.4074
"68","efed792fbc70415453c914b273dec6d0","wernerolaf","20-03-2019","mlr","classif.svm","classification_Class","openml_blood-transfusion-service-center",0.7634,0.6878,0.1455,0.7818,0.8598,0.9581
"69","177fc14c22ba89ff2426fe40ad1a8c32","maksymiuks","20-03-2019","mlr","classif.ada","classification_binaryClass","openml_boston",0.8854,0.9491,0.8356,0.8868,0.9017,0.9175
"70","1e272b2216101c23432a798ece55d329","maksymiuks","20-03-2019","mlr","classif.binomial","classification_binaryClass","openml_boston",0.8596,0.9307,0.8084,0.8743,0.8806,0.8877
"71","398e2c1adf55c3af542ad398385d233e","maksymiuks","20-03-2019","mlr","classif.binomial","classification_binaryClass","openml_boston",0.8655,0.9315,0.8204,0.8797,0.8852,0.8914
"72","5b8e66e8fd1ecf4020053a2af113c394","maksymiuks","20-03-2019","mlr","classif.binomial","classification_binaryClass","openml_boston",0.8556,0.9149,0.7867,0.8637,0.8777,0.893
"73","943368e96b27dfa62ba668ffdeb067b1","maksymiuks","20-03-2019","mlr","classif.binomial","classification_binaryClass","openml_boston",0.8537,0.9302,0.7882,0.862,0.8763,0.891
"74","b67e683e3f892e00ee56abfbce053b69","maksymiuks","20-03-2019","mlr","classif.ada","classification_binaryClass","openml_boston",0.8893,0.9479,0.8472,0.8926,0.9051,0.9184
"75","db1d88132af4dc3f2c6114a1495e1624","maksymiuks","20-03-2019","mlr","classif.boosting","classification_binaryClass","openml_boston",0.8834,0.9458,0.8495,0.8922,0.8999,0.9088
"76","e37d46e1a5c0065376d1471f564f3ac7","Siemashko","02-03-2019","scikit","LogisticRegression","classification_binaryClass","openml_boston",0.8947,0.9348,NA,0.8966,0.8667,0.8387
"77","f3923e49f21bead9883a62b9e3f55de6","maksymiuks","20-03-2019","mlr","classif.kknn","classification_binaryClass","openml_boston",0.8715,0.9463,0.8261,0.8839,0.8897,0.8968
"78","b629fee12bc484aede97f759d1767272","DominikRafacz","11-03-2019","mlr","classif.kknn","classification_Class","openml_breast-cancer",0.7364,0.6608,0.3262,0.7682,0.8281,0.9005
"79","f57702688fff5d79201a00efc0f81a4c","DominikRafacz","11-03-2019","caret","treebag","classification_Class","openml_breast-cancer",0.6931,0.689,0.4338,0.7734,0.7872,0.8015
"80","0157a600fb3cbe615b2bc29b15d2c783","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9556,0.9149,0.7349,0.9579,0.9746,0.9918
"81","0737cbd61e9ba725a34f3c616d664ea2","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9566,0.9165,0.7391,0.9586,0.9752,0.9923
"82","1b51fa3d952b65c7632347033aff5000","DominikRafacz","17-03-2019","mlr","classif.binomial","classification_class","openml_churn",0.8578,0.8457,0.1705,0.8767,0.9214,0.9709
"83","23cc982f8ccd5dbfa089e6ad46198c5d","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9566,0.9165,0.7391,0.9586,0.9752,0.9923
"84","376bb276bbcd9256523368db879d778f","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9552,0.9154,0.7321,0.9575,0.9744,0.9918
"85","3efc2cb3038b48ec412e6117555a100f","DominikRafacz","17-03-2019","mlr","classif.ada","classification_class","openml_churn",0.9546,0.9227,0.7168,0.9552,0.9741,0.9937
"86","40ba59355ff973b1e9b06ad39f720b8b","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9552,0.9154,0.7321,0.9575,0.9744,0.9918
"87","4e785e70edbceb3baaabd444caa9cd5d","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9552,0.9154,0.7321,0.9575,0.9744,0.9918
"88","52e9deee466af9444b18f038a162958a","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9566,0.9165,0.7391,0.9586,0.9752,0.9923
"89","54a68b94136a14c9f76d733ff53ccad9","DominikRafacz","17-03-2019","mlr","classif.binomial","classification_class","openml_churn",0.8554,0.8573,0.217,0.8818,0.9194,0.9604
"90","78f10f5935583e71f81bb60cf2273b03","DominikRafacz","17-03-2019","mlr","classif.kknn","classification_class","openml_churn",0.882,0.7932,0.3045,0.8952,0.9343,0.977
"91","7aec5a585901fa0ed6f131b67696213f","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9566,0.9165,0.7391,0.9586,0.9752,0.9923
"92","a12cd1320d72e7b4ec0b9094bc9a7304","DominikRafacz","17-03-2019","mlr","classif.binomial","classification_class","openml_churn",0.854,0.8608,0.2044,0.8801,0.9187,0.9609
"93","a2024e086b7136dac49e31f341d765c0","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9556,0.9149,0.7349,0.9579,0.9746,0.9918
"94","a87821770a9d685bd79dcf0a6b21c7b4","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9556,0.9149,0.7349,0.9579,0.9746,0.9918
"95","bc69e734f17db34a6aa14082d8fe8d9e","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9552,0.9154,0.7321,0.9575,0.9744,0.9918
"96","c80e6ac0b360ef231656a195ca967096","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9566,0.9165,0.7391,0.9586,0.9752,0.9923
"97","d9e73df343c4a48b5eb8385e4fe3d9af","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9556,0.9149,0.7349,0.9579,0.9746,0.9918
"98","dee39150bf865162012e9569ef960c5e","DominikRafacz","17-03-2019","mlr","classif.ada","classification_class","openml_churn",0.9556,0.9245,0.7396,0.9585,0.9746,0.9911
"99","e3a068ebd2d8b4bbcf58b82ab51a8f7f","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9552,0.9154,0.7321,0.9575,0.9744,0.9918
"100","e66535ace56194e9745faabac6bcf089","DominikRafacz","17-03-2019","mlr","classif.ranger","classification_class","openml_churn",0.9556,0.9149,0.7349,0.9579,0.9746,0.9918
"101","fb1de61cfc264387165ac6534d48d3b5","DominikRafacz","17-03-2019","mlr","classif.binomial","classification_class","openml_churn",0.8948,0.7898,0.4388,0.9128,0.9406,0.9702
"102","0f66850a017e64303e1854bcda3d26c7","Adamoso","19-03-2019","mlr","classif.cforest","classification_class","openml_credit-g",0.742,0.7893,0.3084,0.7582,0.8339,0.9269
